ts,src_ip,dst_ip,pck_len,user,num_attack,ip_diff,range_ip,ip_medium,ip_std,pck_medium,pck_std
1615346791.679213,276,5223,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346791.705481,276,5345,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346791.822552,276,5147,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346791.8428311,276,5154,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346792.101855,276,5135,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346792.1277368,276,5279,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346792.128284,276,5144,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346792.613301,276,5119,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346792.877585,276,5177,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346793.015887,276,5115,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346793.548045,276,5251,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346793.83251,276,5321,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346794.142205,276,5221,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346794.479744,276,5210,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346794.7715778,276,5215,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346794.951511,276,5318,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346795.24666,276,5341,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346795.339971,276,5193,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346795.667531,276,5257,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346795.7526028,276,5314,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346796.217621,276,5304,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346796.540296,276,5333,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346798.146741,276,5217,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346798.635098,276,5338,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346798.667871,276,5309,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.395454,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.3987026,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.581325,276,5270,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.607441,276,5312,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.670438,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.6803286,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.738498,276,5121,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.923184,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346799.9424038,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.176995,276,5149,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.2187119,276,5225,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.444714,276,5249,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346800.445729,276,5347,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
