ts,src_ip,src_port,dst_ip,dst_port,proto,pck_len,tcp_flags,mirai
1615346680.272646,426,47394,5165,1501,6,60,2,0
1615346680.325843,3448,48939,5304,8010,6,60,2,0
1615346680.550563,1826,50481,5247,6666,6,60,2,0
1615346680.556202,635,57136,5145,1011,6,60,2,0
1615346680.608849,1432,6163,5176,23,6,60,2,0
1615346680.704767,3356,12014,5263,9614,6,60,2,0
1615346680.822388,632,54903,5166,1385,6,60,2,0
1615346680.822872,614,51573,5107,45917,6,60,2,0
1615346680.939093,2477,8945,5338,445,6,66,2,0
1615346681.010747,251,49785,5303,445,6,66,2,0
1615346681.055769,614,51573,5286,55588,6,60,2,0
1615346681.063126,4683,50395,5247,11211,6,60,2,0
1615346681.169762,948,1024,5173,23,6,60,2,1
1615346681.409013,614,51573,5341,45971,6,60,2,0
1615346681.428033,1022,57681,5171,1433,6,66,2,0
1615346681.550387,3113,50031,5254,1755,6,60,2,0
1615346681.604754,3532,54194,5149,51200,6,60,2,0
1615346681.641571,420,29437,5324,23,6,60,2,1
1615346681.647487,3433,33597,5252,8080,6,60,2,0
1615346681.741366,632,54903,5163,1685,6,60,2,0
1615346681.891292,426,47394,5322,92,6,60,2,0
1615346681.992355,674,41672,5296,3393,6,60,2,0
1615346681.993261,674,41672,5324,3393,6,60,2,0
1615346681.997366,674,41672,5286,3393,6,60,2,0
1615346682.018623,865,49758,5221,80,6,74,2,0
1615346682.172933,426,47394,5280,2107,6,60,2,0
1615346682.207307,614,51573,5294,10151,6,60,2,0
1615346682.212446,3369,59030,5293,35718,6,60,2,0
1615346682.424806,614,51573,5177,45821,6,60,2,0
1615346682.474165,1132,46470,5204,22,6,60,2,0
1615346682.528154,614,51573,5291,55515,6,60,2,0
1615346682.531993,1373,12181,5185,631,6,60,2,0
1615346682.716537,2072,18157,5286,23,6,60,2,1
1615346682.742127,426,47394,5118,2695,6,60,2,0
1615346682.861735,335,43624,5333,23,6,60,2,0
1615346682.888159,426,47394,5212,2236,6,60,2,0
1615346682.974371,1804,44345,5317,14359,6,60,2,0
1615346683.093086,1530,63298,5153,23,6,60,2,1
1615346683.135539,2960,22785,5311,80,6,60,2,0
1615346683.178066,4396,56291,5306,445,6,60,2,0
1615346683.184740,426,47394,5112,2756,6,60,2,0
1615346683.333864,1403,28695,5271,9490,6,60,2,0
1615346683.415185,4395,57695,5145,445,6,60,2,0
1615346683.438343,632,54903,5271,1503,6,60,2,0
1615346683.448923,705,45074,5197,5551,6,60,2,0
1615346683.487995,3249,64552,5253,445,6,66,2,0
1615346683.550927,3274,60243,5187,3780,6,60,2,0
1615346683.585250,3249,64749,5314,445,6,66,2,0
1615346683.649276,426,47394,5347,517,6,60,2,0
1615346683.670892,4151,53073,5170,5985,6,60,2,0
1615346683.765277,4876,49431,5336,1433,6,60,2,0
1615346683.857321,1414,6069,5244,12539,6,60,2,0
1615346683.962309,1826,50481,5098,6666,6,60,2,0
1615346683.967289,3556,38971,5335,24489,6,60,2,0
1615346683.981460,1804,44345,5336,14359,6,60,2,0
1615346684.051308,4158,48654,5241,80,6,60,2,0
1615346684.219859,251,50419,5137,445,6,66,2,0
1615346684.266866,3486,17007,5150,9462,6,60,2,0
1615346684.344531,614,51573,5101,45821,6,60,2,0
1615346684.423073,1022,57681,5171,1433,6,66,2,0
1615346684.539767,674,41672,5246,3393,6,60,2,0
1615346684.806916,3900,56843,5294,445,6,66,2,0
1615346684.810806,634,50200,5286,3363,6,60,2,0
1615346684.907789,3249,64808,5284,445,6,66,2,0
1615346684.967261,639,47159,5350,6646,6,60,2,0
1615346685.026493,1413,18961,5341,9545,6,60,2,0
1615346685.104091,614,51573,5239,55515,6,60,2,0
1615346685.181494,3342,34254,5227,9293,6,60,2,0
1615346685.249672,426,47394,5253,2774,6,60,2,0
1615346685.359862,614,51573,5167,55678,6,60,2,0
1615346685.372650,2218,6767,5331,9001,6,60,2,0
1615346685.415405,3178,37953,5131,1194,17,60,-,-
1615346685.440446,614,51573,5331,13148,6,60,2,0
1615346685.560631,643,47309,5156,9086,6,60,2,0
1615346685.579013,1022,61264,5212,1433,6,66,2,0
1615346685.608757,614,51573,5156,45836,6,60,2,0
1615346685.618646,1381,50884,5136,5683,17,60,-,-
1615346685.634390,3556,47971,5171,24489,6,60,2,0
1615346685.643736,1022,61313,5159,1433,6,66,2,0
1615346685.666052,637,47282,5331,2396,6,60,2,0
1615346685.722891,1166,60000,5108,30020,6,60,2,0
1615346685.831638,1804,44345,5304,14359,6,60,2,0
1615346685.874321,642,45199,5132,7396,6,60,2,0
1615346685.922734,1329,37879,5304,53413,17,60,-,-
1615346685.936063,674,41672,5248,3390,6,60,2,0
1615346685.939513,1022,61454,5241,1433,6,66,2,0
1615346686.033122,1565,47490,5326,8888,6,74,2,0
1615346686.061422,2039,56401,5268,80,6,60,2,0
1615346686.067929,426,47394,5110,220,6,60,2,0
1615346686.143946,1826,50481,5297,4000,6,60,2,0
1615346686.266805,3094,38191,5108,8000,6,60,2,0
1615346686.496869,3249,64552,5253,445,6,66,2,0
1615346686.619358,426,47394,5237,1757,6,60,2,0
1615346686.623151,3327,19483,5270,801,6,60,2,0
1615346686.721529,426,47394,5142,1323,6,60,2,0
1615346686.805783,638,47100,5333,7137,6,60,2,0
1615346686.811108,776,35041,5170,1025,6,60,2,0
1615346687.009341,1804,44345,5275,14359,6,60,2,0
1615346687.233646,1022,62159,5259,1433,6,66,2,0
1615346687.352658,426,47394,5133,1447,6,60,2,0
1615346687.472892,4040,50953,5241,123,17,60,-,-
1615346687.479217,4422,58863,5346,102,6,60,2,0
1615346687.562656,1551,48144,5218,445,6,60,2,0
1615346687.658555,4039,46811,5330,161,17,127,-,-
1615346687.729402,3090,57852,5169,8983,6,74,2,0
1615346687.805616,3900,56843,5294,445,6,66,2,0
1615346688.091268,3558,58674,5335,19715,6,60,2,0
1615346688.095047,426,47394,5252,1879,6,60,2,0
1615346688.120152,674,41672,5279,3390,6,60,2,0
1615346688.130750,674,41672,5349,3390,6,60,2,0
1615346688.141952,1630,47589,5257,445,6,66,2,0
1615346688.185516,2168,40132,5340,445,6,66,2,0
1615346688.200674,1540,60000,5188,222,6,60,2,0
1615346688.381944,2188,17009,5200,23,6,60,2,1
1615346688.431492,637,47282,5192,2276,6,60,2,0
1615346688.518395,1253,29011,5336,8112,6,60,2,0
1615346688.607198,1826,50481,5155,6666,6,60,2,0
1615346688.693096,1022,63687,5309,1433,6,66,2,0
1615346688.788343,614,51573,5224,55588,6,60,2,0
1615346688.878217,1390,14786,5279,8180,6,60,2,0
1615346688.899981,614,51573,5143,45821,6,60,2,0
1615346688.900038,614,51573,5192,45821,6,60,2,0
1615346688.910685,614,51573,5339,45755,6,60,2,0
1615346688.921426,426,47394,5109,2588,6,60,2,0
1615346688.949577,1022,61454,5241,1433,6,66,2,0
1615346689.196528,1804,44345,5346,14359,6,60,2,0
1615346689.217332,614,51573,5102,45917,6,60,2,0
1615346689.226495,3455,53860,5131,2096,6,60,2,0
1615346689.226857,2614,44207,5207,445,6,60,2,0
1615346689.328574,2614,44207,5217,445,6,60,2,0
1615346689.335901,1675,59731,5220,3362,6,60,2,0
1615346689.398856,2614,44207,5253,445,6,60,2,0
1615346689.433492,3558,35400,5171,19715,6,60,2,0
1615346689.462339,614,51573,5133,55588,6,60,2,0
1615346689.531903,1022,64123,5332,1433,6,66,2,0
1615346689.830970,3473,47168,5239,8034,6,60,2,0
1615346689.869421,1804,44345,5324,14359,6,60,2,0
1615346690.008581,4484,11143,5159,8111,6,60,2,0
1615346690.039075,3178,60980,5222,1194,17,60,-,-
1615346690.174782,614,51573,5328,45755,6,60,2,0
1615346690.206012,1804,44345,5303,14359,6,60,2,0
1615346690.244681,1022,62159,5259,1433,6,66,2,0
1615346690.334350,3350,9575,5201,12301,6,60,2,0
1615346690.371140,1804,44345,5326,14359,6,60,2,0
1615346690.371508,1804,44345,5313,14359,6,60,2,0
1615346690.383490,1039,15186,5237,26,6,60,2,1
1615346690.436146,632,54903,5327,1503,6,60,2,0
1615346690.456708,1826,50481,5178,6666,6,60,2,0
1615346690.484582,4411,45904,5334,102,6,60,2,0
1615346690.552116,3457,36756,5254,502,6,60,2,0
1615346690.628529,1308,36447,5275,523,17,62,-,-
1615346690.635760,4617,40155,5229,6380,6,60,2,0
1615346690.651717,4490,1434,5200,8083,17,105,-,-
1615346691.100750,426,47394,5300,2074,6,60,2,0
1615346691.174615,4046,36781,5121,123,17,60,-,-
1615346691.184284,2168,40132,5340,445,6,66,2,0
1615346691.189528,1022,49232,5127,1433,6,66,2,0
1615346691.211779,1804,44345,5343,14359,6,60,2,0
1615346691.211980,1804,44345,5333,14359,6,60,2,0
1615346691.247942,4242,60000,5299,1118,6,60,2,0
1615346691.408689,4451,3947,5138,23,6,60,2,1
1615346691.610736,641,47262,5133,1686,6,60,2,0
1615346691.660788,3377,34575,5346,9921,6,60,2,0
1615346691.703629,1022,63687,5309,1433,6,66,2,0
1615346691.887295,1804,44345,5310,14359,6,60,2,0
1615346691.971506,396,41690,5268,443,6,60,2,0
1615346691.972130,426,47394,5176,162,6,60,2,0
1615346692.130732,3489,10708,5237,9913,6,60,2,0
1615346692.142474,1416,40356,5135,9541,6,60,2,0
1615346692.275210,3358,49832,5139,21314,6,60,2,0
1615346692.531284,3353,43556,5114,45888,6,60,2,0
1615346692.542449,1022,64123,5332,1433,6,66,2,0
1615346692.557219,1804,44345,5265,14359,6,60,2,0
1615346692.565414,1826,50481,5248,4000,6,60,2,0
1615346692.587140,426,47394,5115,1628,6,60,2,0
1615346692.695633,614,51573,5207,45836,6,60,2,0
1615346692.695813,614,51573,5112,45836,6,60,2,0
1615346692.773085,1826,50481,5266,6666,6,60,2,0
1615346692.792223,2613,21854,5332,23,6,60,2,0
1615346692.809725,1766,62899,5252,179,6,60,2,0
1615346693.172430,3322,37743,5186,8008,6,60,2,0
1615346693.191829,3353,24364,5337,12488,6,60,2,0
1615346693.295582,3557,34454,5335,50752,6,60,2,0
1615346693.382105,2460,60599,5253,26,6,60,2,0
1615346693.403734,3470,60957,5175,8029,6,60,2,0
1615346693.530630,251,51386,5301,445,6,66,2,0
1615346693.617050,3178,60972,5258,1194,17,60,-,-
1615346693.794024,1371,28650,5175,16992,6,60,2,0
1615346693.929241,642,45199,5156,4383,6,60,2,0
1615346694.044551,3452,14717,5274,6379,6,60,2,0
1615346694.050103,1022,51248,5186,1433,6,66,2,0
1615346694.078831,1728,42565,5149,1433,6,60,2,0
1615346694.125297,3297,39230,5115,3780,6,60,2,0
1615346694.217406,492,3153,5189,23,6,60,2,1
1615346694.331154,1082,63064,5280,12345,6,60,2,0
1615346694.404827,2705,52943,5293,8081,6,60,2,0
1615346694.433191,642,45199,5294,5387,6,60,2,0
1615346694.441272,1630,46180,5312,445,6,66,2,0
1615346694.489156,4752,8000,5196,30301,17,66,-,-
1615346694.738816,3329,13788,5266,9077,6,60,2,0
1615346694.743704,426,47394,5163,2203,6,60,2,0
1615346694.896690,1022,52183,5149,1433,6,66,2,0
1615346694.946135,1158,48288,5330,1433,6,60,2,0
1615346695.028956,640,47186,5338,1241,6,60,2,0
1615346695.035456,614,51573,5100,55678,6,60,2,0
1615346695.056941,637,47282,5292,2294,6,60,2,0
1615346695.063509,3420,47883,5204,49152,6,60,2,0
1615346695.070288,2006,42987,5120,445,6,60,2,0
1615346695.169444,426,47394,5283,2957,6,60,2,0
1615346695.294286,1022,52439,5279,1433,6,66,2,0
1615346695.300889,3557,53487,5171,50752,6,60,2,0
1615346695.350175,614,51573,5116,45821,6,60,2,0
1615346695.378496,1101,46535,5181,9060,6,60,2,0
1615346695.451540,3025,53134,5350,27574,6,60,2,0
1615346695.495328,837,53688,5146,80,6,74,2,0
1615346695.530887,643,47309,5134,8831,6,60,2,0
1615346695.589563,1826,50481,5103,6666,6,60,2,0
1615346695.604496,705,45074,5270,5551,6,60,2,0
1615346695.604496,705,45074,5189,5551,6,60,2,0
1615346695.610738,2841,54218,5172,8088,6,74,2,0
1615346695.700434,426,47394,5177,2465,6,60,2,0
1615346695.797179,614,51573,5344,10151,6,60,2,0
1615346695.917201,1804,44345,5335,14359,6,60,2,0
1615346695.917364,1804,44345,5298,14359,6,60,2,0
1615346695.982820,2725,48634,5200,8983,6,74,2,0
1615346695.990249,614,51573,5103,45821,6,60,2,0
1615346696.004570,632,54903,5343,1911,6,60,2,0
1615346696.005145,632,54903,5217,1911,6,60,2,0
1615346696.093408,614,51573,5346,55515,6,60,2,0
1615346696.209243,1022,52801,5270,1433,6,66,2,0
1615346696.337620,426,47394,5180,375,6,60,2,0
1615346696.456806,3330,8665,5156,8447,6,60,2,0
1615346696.492601,674,41672,5196,3393,6,60,2,0
1615346696.527950,251,51386,5301,445,6,66,2,0
1615346696.647166,2798,60921,5210,23,6,60,2,1
1615346696.837799,641,47262,5184,1680,6,60,2,0
1615346696.980285,1826,50481,5164,6666,6,60,2,0
1615346696.980285,1826,50481,5143,6666,6,60,2,0
1615346697.000152,4039,35822,5316,161,17,127,-,-
1615346697.109108,4205,56390,5326,445,6,60,2,0
1615346697.145944,426,47394,5247,2058,6,60,2,0
1615346697.613777,2561,29356,5330,26,6,60,2,0
1615346697.680032,643,47309,5176,8486,6,60,2,0
1615346697.893019,1645,23635,5147,23,6,60,2,0
1615346698.073038,4160,57511,5343,3389,6,60,2,0
1615346698.230021,1082,63064,5295,12345,6,60,2,0
1615346698.273921,1804,44345,5283,14359,6,60,2,0
1615346698.298823,1022,52439,5279,1433,6,66,2,0
1615346698.308830,1386,53599,5165,9140,6,60,2,0
1615346698.399354,426,47394,5314,1790,6,60,2,0
1615346698.471781,3357,63991,5157,30083,6,60,2,0
1615346698.564082,426,47394,5305,755,6,60,2,0
1615346698.650728,640,47186,5315,1541,6,60,2,0
1615346698.695460,1540,60000,5169,35200,6,60,2,0
1615346698.711610,426,47394,5264,2185,6,60,2,0
1615346698.771931,3337,23120,5253,8200,6,60,2,0
1615346698.815861,1022,55006,5160,1433,6,66,2,0
1615346698.884408,426,47394,5244,2775,6,60,2,0
1615346698.893811,3501,19289,5124,8080,6,60,2,0
1615346698.959933,642,45199,5314,6393,6,60,2,0
1615346698.997092,3249,49884,5159,445,6,66,2,0
1615346699.010030,4617,40155,5250,6380,6,60,2,0
1615346699.032214,426,47394,5206,2073,6,60,2,0
1615346699.130056,614,51573,5320,10047,6,60,2,0
1615346699.284794,1804,44345,5323,14359,6,60,2,0
1615346699.477520,639,47159,5242,6389,6,60,2,0
1615346699.533463,674,41672,5250,3393,6,60,2,0
1615346699.590502,426,47394,5247,1518,6,60,2,0
1615346699.811960,1587,43643,5141,8243,6,60,2,0
1615346699.883106,640,47186,5203,6969,6,60,2,0
1615346699.897063,1392,20286,5223,8001,6,60,2,0
1615346699.954789,3351,50389,5133,12462,6,60,2,0
1615346699.998245,426,47394,5305,2826,6,60,2,0
1615346700.076739,993,10189,5333,26,6,60,2,0
1615346700.347431,4631,25784,5243,37215,6,74,2,0
1615346700.627833,1804,44345,5282,14359,6,60,2,0
1615346700.668117,710,59917,5110,1433,6,60,2,0
1615346700.668318,426,47394,5118,135,6,60,2,0
1615346700.930821,1400,12322,5208,3409,6,60,2,0
1615346700.992062,614,51573,5279,13148,6,60,2,0
1615346701.024878,580,52946,5202,3780,6,60,2,0
1615346701.140958,426,47394,5111,2381,6,60,2,0
1615346701.164884,3243,19419,5249,23,6,60,2,1
1615346701.450371,3178,48165,5303,1194,17,60,-,-
1615346701.553253,674,41672,5200,3393,6,60,2,0
1615346701.562999,674,41672,5299,3393,6,60,2,0
1615346701.568964,1826,50481,5148,6666,6,60,2,0
1615346701.810913,1022,55006,5160,1433,6,66,2,0
1615346701.966146,1022,57443,5297,1433,6,66,2,0
1615346701.975523,1415,35798,5143,12507,6,60,2,0
1615346702.088737,426,47394,5220,1807,6,60,2,0
1615346702.170082,4387,53206,5137,445,6,60,2,0
1615346702.261626,4090,33779,5152,623,17,65,-,-
1615346702.308235,1804,44345,5271,14359,6,60,2,0
1615346702.327721,639,47159,5150,6411,6,60,2,0
1615346702.356114,1022,57582,5188,1433,6,66,2,0
1615346702.443868,426,47394,5156,767,6,60,2,0
1615346702.504440,426,47394,5140,771,6,60,2,0
1615346702.707726,614,51573,5099,45476,6,60,2,0
1615346702.785921,3178,41447,5139,1194,17,60,-,-
1615346702.800000,1376,8812,5254,993,6,60,2,0
1615346702.823856,426,47394,5341,2774,6,60,2,0
1615346702.882085,251,52429,5169,445,6,66,2,0
1615346702.884388,1402,34297,5176,12466,6,60,2,0
1615346702.911694,1022,57954,5135,1433,6,66,2,0
1615346702.924451,3451,54065,5304,16993,6,60,2,0
1615346702.978246,1804,44345,5295,14359,6,60,2,0
1615346703.009150,639,47159,5144,6767,6,60,2,0
1615346703.019894,614,51573,5221,55588,6,60,2,0
1615346703.113534,1022,58095,5130,1433,6,66,2,0
1615346703.145749,1022,58105,5312,1433,6,66,2,0
1615346703.161790,426,47394,5123,1442,6,60,2,0
1615346703.182172,581,35795,5209,443,6,60,2,0
1615346703.323347,1166,60000,5100,30020,6,60,2,0
1615346703.356396,4631,25784,5243,37215,6,74,2,0
1615346703.562159,614,51573,5318,10151,6,60,2,0
1615346703.658234,426,47394,5339,582,6,60,2,0
1615346703.835331,4114,46438,5311,445,6,60,2,0
1615346703.902087,3459,21598,5163,9000,6,60,2,0
1615346703.907705,1826,50481,5350,4001,6,60,2,0
1615346704.153156,642,45199,5148,8398,6,60,2,0
1615346704.157159,1804,44345,5297,14359,6,60,2,0
1615346704.157496,1804,44345,5307,14359,6,60,2,0
1615346704.207281,4617,40155,5298,6380,6,60,2,0
1615346704.327804,1804,44345,5348,14359,6,60,2,0
1615346704.344902,426,47394,5197,1190,6,60,2,0
1615346704.421743,2533,50838,5162,23,6,60,2,1
1615346704.440538,653,43000,5251,2323,6,60,2,1
1615346704.511380,2065,56028,5173,8081,6,60,2,0
1615346704.793194,4227,52622,5338,445,6,60,2,0
1615346704.850976,614,51573,5177,10151,6,60,2,0
1615346704.851177,614,51573,5323,10151,6,60,2,0
1615346704.888702,1540,60000,5242,445,6,60,2,0
1615346704.961690,1022,57443,5297,1433,6,66,2,0
1615346704.996861,1804,44345,5309,14359,6,60,2,0
1615346705.064108,614,51573,5158,45821,6,60,2,0
1615346705.115471,1749,64679,5345,5903,6,60,2,0
1615346705.212707,3249,50456,5218,445,6,66,2,0
1615346705.214565,970,48365,5157,23,6,60,2,0
1615346705.232389,3249,50589,5243,445,6,66,2,0
1615346705.335540,426,47394,5173,1910,6,60,2,0
1615346705.729716,1753,53140,5128,49501,6,60,2,0
1615346705.812653,3900,58107,5115,445,6,66,2,0
1615346705.823823,2504,53697,5124,23,6,60,2,1
1615346705.915653,1826,50481,5288,6666,6,60,2,0
1615346705.982239,2960,42162,5345,80,6,60,2,0
1615346706.053383,1373,44648,5111,8085,6,60,2,0
1615346706.158079,1826,50481,5229,6666,6,60,2,0
1615346706.174930,1804,44345,5332,14359,6,60,2,0
1615346706.242336,614,51573,5270,10047,6,60,2,0
1615346706.607374,1757,58180,5180,8899,6,60,2,0
1615346706.645355,1416,38230,5189,12173,6,60,2,0
1615346706.664987,705,45074,5118,5551,6,60,2,0
1615346706.682668,1804,44345,5270,14359,6,60,2,0
1615346706.682719,1804,44345,5341,14359,6,60,2,0
1615346706.761432,2202,7675,5231,23,6,60,2,1
1615346706.803852,614,51573,5321,10151,6,60,2,0
1615346706.871697,1022,61440,5098,1433,6,66,2,0
1615346706.873344,1826,50481,5245,6666,6,60,2,0
1615346706.873445,1826,50481,5179,6666,6,60,2,0
1615346706.873537,1826,50481,5177,6666,6,60,2,0
1615346706.894368,3479,18398,5109,8097,6,60,2,0
1615346706.936725,3497,37692,5145,9793,6,60,2,0
1615346707.030960,3178,41308,5217,1194,17,60,-,-
1615346707.168912,3178,41066,5251,1194,17,60,-,-
1615346707.182862,1022,61775,5192,1433,6,66,2,0
1615346707.183954,1804,44345,5274,14359,6,60,2,0
1615346707.229412,1022,61788,5340,1433,6,66,2,0
1615346707.439679,1022,61877,5116,1433,6,66,2,0
1615346707.579762,4449,46815,5195,1433,6,60,2,0
1615346707.580747,3451,43494,5157,9090,6,60,2,0
1615346707.631089,3139,61712,5350,23,6,60,2,1
1615346707.697593,1022,62015,5255,1433,6,66,2,0
1615346707.760748,3456,19124,5248,6379,6,60,2,0
1615346707.800077,2080,50261,5184,9997,6,60,2,0
1615346707.810153,426,47394,5118,330,6,60,2,0
1615346707.870933,426,47394,5258,585,6,60,2,0
1615346707.876081,1082,63064,5193,12345,6,60,2,0
1615346708.031559,2168,41846,5311,445,6,66,2,0
1615346708.172676,3249,50456,5218,445,6,66,2,0
1615346708.185072,705,45074,5224,5551,6,60,2,0
1615346708.208299,1826,50481,5308,5000,6,60,2,0
1615346708.247619,3543,51297,5303,68,6,60,2,0
1615346708.363404,1804,44345,5338,14359,6,60,2,0
1615346708.382629,1826,50481,5164,33399,6,60,2,0
1615346708.461654,1803,18866,5161,5007,6,60,2,0
1615346708.540965,395,55752,5142,443,6,60,2,0
1615346708.547069,1252,18438,5268,2323,6,60,2,0
1615346708.725513,3607,40501,5315,11211,17,63,-,-
1615346708.811877,3900,58107,5115,445,6,66,2,0
1615346708.868096,1804,44345,5281,14359,6,60,2,0
1615346708.878075,426,47394,5134,82,6,60,2,0
1615346708.905278,1247,17340,5125,9080,6,60,2,0
1615346708.929769,3178,56457,5112,1194,17,60,-,-
1615346708.996565,251,52827,5287,445,6,66,2,0
1615346709.048110,3327,27350,5173,8185,6,60,2,0
1615346709.052094,251,52963,5119,445,6,66,2,0
1615346709.074028,1401,22967,5256,8035,6,60,2,0
1615346709.266271,1826,50481,5197,6666,6,60,2,0
1615346709.374458,4631,25784,5243,37215,6,74,2,0
1615346709.401736,3178,57590,5292,1194,17,60,-,-
1615346709.492405,3082,43754,5340,5555,6,60,2,0
1615346709.640502,426,47394,5163,579,6,60,2,0
1615346709.645362,674,41672,5259,3390,6,60,2,0
1615346709.707964,1804,44345,5316,14359,6,60,2,0
1615346709.916709,213,-,5151,-,1,60,-,-
1615346709.984901,4146,57534,5110,1000,6,60,2,0
1615346710.047725,614,51573,5328,13148,6,60,2,0
1615346710.047775,614,51573,5310,13148,6,60,2,0
1615346710.068124,643,47309,5241,9358,6,60,2,0
1615346710.096834,1132,37019,5115,22,6,60,2,0
1615346710.116546,614,51573,5313,10047,6,60,2,0
1615346710.133754,3928,39786,5138,23,6,60,2,0
1615346710.147617,614,51573,5271,55588,6,60,2,0
1615346710.189334,632,54903,5161,1911,6,60,2,0
1615346710.215471,614,51573,5124,45821,6,60,2,0
1615346710.225849,614,51573,5309,45755,6,60,2,0
1615346710.264566,1400,8743,5221,89,6,60,2,0
1615346710.275025,635,57136,5277,20002,6,60,2,0
1615346710.333757,4054,37261,5169,69,17,60,-,-
1615346710.381806,1804,44345,5314,14359,6,60,2,0
1615346710.394009,638,47100,5115,7078,6,60,2,0
1615346710.522124,1022,64283,5153,1433,6,66,2,0
1615346710.661306,1022,64377,5202,1433,6,66,2,0
1615346710.668624,426,47394,5142,1664,6,60,2,0
1615346710.693147,1022,62015,5255,1433,6,66,2,0
1615346710.719745,1804,44345,5296,14359,6,60,2,0
1615346710.720267,1675,59731,5159,3362,6,60,2,0
1615346710.750201,614,51573,5260,10047,6,60,2,0
1615346710.891971,614,51573,5099,45821,6,60,2,0
1615346710.960737,1022,64598,5275,1433,6,66,2,0
1615346710.964322,1082,63064,5226,12345,6,60,2,0
1615346710.967919,1022,64603,5251,1433,6,66,2,0
1615346711.001519,643,47309,5279,8812,6,60,2,0
1615346711.028228,910,22827,5208,8081,6,60,2,0
1615346711.046492,1715,14340,5137,23,6,60,2,1
1615346711.052641,426,47394,5174,359,6,60,2,0
1615346711.127206,614,51573,5138,45476,6,60,2,0
1615346711.181519,426,47394,5242,1523,6,60,2,0
1615346711.222121,1804,44345,5273,14359,6,60,2,0
1615346711.223695,674,41672,5244,3393,6,60,2,0
1615346711.378337,3203,42545,5236,137,17,92,-,-
1615346711.387388,3249,51091,5317,445,6,66,2,0
1615346711.588570,4489,41976,5206,4782,6,60,2,0
1615346711.689545,2906,56848,5224,44818,6,60,2,0
1615346711.796319,3495,61783,5110,9988,6,60,2,0
1615346711.813079,426,47394,5144,2539,6,60,2,0
1615346711.858478,3328,48375,5269,9024,6,60,2,0
1615346711.892392,1804,44345,5279,14359,6,60,2,0
1615346711.892538,1804,44345,5327,14359,6,60,2,0
1615346712.023839,839,38329,5178,80,6,60,2,0
1615346712.063135,1804,44345,5349,14359,6,60,2,0
1615346712.102266,705,45074,5169,5551,6,60,2,0
1615346712.201178,1563,51565,5349,60908,17,135,-,-
1615346712.231586,1630,46077,5152,445,6,66,2,0
1615346712.278746,4507,14030,5113,23,6,60,2,1
1615346712.479460,426,47394,5240,2407,6,60,2,0
1615346712.737800,426,47394,5169,2454,6,60,2,0
1615346712.776971,2452,52494,5220,2323,6,60,2,1
1615346713.070729,1804,44345,5321,14359,6,60,2,0
1615346713.166260,3766,26883,5333,23,6,60,2,0
1615346713.340609,632,54903,5217,1658,6,60,2,0
1615346713.404519,4951,25089,5289,7363,17,62,-,-
1615346713.671585,1022,64377,5202,1433,6,66,2,0
1615346713.705666,426,47394,5318,360,6,60,2,0
1615346713.745559,674,41672,5126,3393,6,60,2,0
1615346713.747163,1804,44345,5266,14359,6,60,2,0
1615346713.881129,426,47394,5202,2979,6,60,2,0
1615346713.971306,1022,64598,5275,1433,6,66,2,0
1615346713.978475,1022,64603,5251,1433,6,66,2,0
1615346714.032194,426,47394,5291,536,6,60,2,0
1615346714.073448,614,51573,5131,45836,6,60,2,0
1615346714.098564,4119,46282,5313,8332,6,60,2,0
1615346714.110766,4547,38519,5154,81,6,60,2,0
1615346714.148834,426,47394,5335,251,6,60,2,0
1615346714.225094,614,51573,5246,55515,6,60,2,0
1615346714.226330,426,47394,5220,1830,6,60,2,0
1615346714.339297,614,51573,5191,45476,6,60,2,0
1615346714.388213,3249,51091,5317,445,6,66,2,0
1615346714.419276,1804,44345,5294,14359,6,60,2,0
1615346714.419295,1804,44345,5311,14359,6,60,2,0
1615346714.427909,3474,57308,5329,3008,6,60,2,0
1615346714.461538,2762,9001,5349,23,6,60,2,1
1615346714.582454,674,41672,5299,3390,6,60,2,0
1615346714.585831,674,41672,5267,3390,6,60,2,0
1615346714.689898,614,51573,5223,55588,6,60,2,0
1615346714.718971,614,51573,5235,45836,6,60,2,0
1615346714.832308,632,54903,5151,1911,6,60,2,0
1615346714.917096,1826,50481,5303,5000,6,60,2,0
1615346714.951561,1022,50918,5213,1433,6,66,2,0
1615346715.042758,2110,42265,5136,26392,6,60,2,0
1615346715.312355,426,47394,5342,166,6,60,2,0
1615346715.377854,426,47394,5159,2982,6,60,2,0
1615346715.664142,705,45074,5135,5551,6,60,2,0
1615346715.732150,1826,50481,5113,6666,6,60,2,0
1615346715.750181,614,51573,5170,55678,6,60,2,0
1615346715.933429,614,51573,5307,10047,6,60,2,0
1615346715.934251,1804,44345,5320,14359,6,60,2,0
1615346715.935610,614,51573,5310,10047,6,60,2,0
1615346716.057599,1675,59731,5124,3362,6,60,2,0
1615346716.135759,640,47186,5229,1204,6,60,2,0
1615346716.265721,1804,44345,5325,14359,6,60,2,0
1615346716.269227,3483,52165,5140,2701,6,60,2,0
1615346716.282925,614,51573,5189,45476,6,60,2,0
1615346716.285425,614,51573,5177,45476,6,60,2,0
1615346716.321801,1386,59054,5164,8193,6,60,2,0
1615346716.327345,1022,52395,5161,1433,6,66,2,0
1615346716.335117,4317,50259,5246,445,6,60,2,0
1615346716.433150,3483,4089,5209,8824,6,60,2,0
